Country,Exchange,Ticker,Full Company Name,Sector,Industry,ISIC_Section,ISIC_Description,Incorporated in,Market_Tier,Stock_Price,Volume,Market_Cap,MCap_USD_B,log_MCap,Exchange_Name,Country_RU,has_mcap,has_price,has_volume,has_isic,Revenue,Revenue_Growth,Net_Income,Free_Cash_Flow,Profit_Margin,FCF_Margin,Is_Profitable,PE_Ratio,Dividend_Yield,Cluster
Indonesia,IDX,UDNG,PT Agro Bahari Nusantara Tbk,Barang Konsumen Primer,Produk Makanan Pertanian,A,"Agriculture, forestry and fishing",INDONESIA,,1285.0,4775200.0,2248801517568.0,0.140550094848,28.441418531373085,IDX,Индонезия,1,1,1,True,14650000000.0,158.37,-588370000.0,-4070000000.0,-4.01617747440273,-27.781569965870307,0.0,,,0
Indonesia,IDX,UFOE,PT Damai Sejahtera Abadi Tbk,Barang Konsumen Non-Primer,Ritel Khusus,G,Wholesale and retail trade,INDONESIA,,143.0,177400.0,414451433472.0,0.025903214592000002,26.750221635711227,IDX,Индонезия,1,1,1,True,1110000000000.0,16.07,18960000000.0,-7320000000.0,1.708108108108108,-0.6594594594594595,1.0,,,0
Indonesia,IDX,ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,Barang Konsumen Primer,Makanan Olahan,C,Manufacturing,INDONESIA,,1575.0,2645500.0,16377125535744.0,1.023570345984,30.42690669273565,IDX,Индонезия,1,1,1,True,8530000000000.0,-2.72,1220000000000.0,149030000000.0,14.302461899179367,1.7471277842907387,1.0,,,0
Indonesia,IDX,UNIC,Unggul Indah Cahaya Tbk,Barang Baku,Barang Kimia,C,Manufacturing,INDONESIA,,9875.0,2200.0,3785397108736.0,0.236587319296,28.962171913757416,IDX,Индонезия,1,1,1,True,6580000000000.0,19.86,462740000000.0,1070000000000.0,7.032522796352583,16.261398176291795,1.0,,,0
Indonesia,IDX,UNIQ,PT Ulima Nitra Tbk,Energi,"Pendukung Minyak, Gas & Batu Bara",B,Mining and quarrying,INDONESIA,,125.0,1062600.0,392372879360.0,0.024523304960000002,26.695478447468247,IDX,Индонезия,1,1,1,True,601230000000.0,-9.92,54150000000.0,115410000000.0,9.006536599970062,19.195648919714586,1.0,,,0
Indonesia,IDX,UNSP,Bakrie Sumatera Plantations Tbk,Barang Konsumen Primer,Produk Makanan Pertanian,A,"Agriculture, forestry and fishing",INDONESIA,,270.0,1362200.0,675043803136.0,0.042190237696,27.23804341924826,IDX,Индонезия,1,1,1,True,2380000000000.0,5.41,728190000000.0,198690000000.0,30.59621848739496,8.348319327731092,1.0,,,0
Indonesia,IDX,UNTD,PT Terang Dunia Internusa Tbk.,Barang Konsumen Non-Primer,Peralatan Olah Raga & Barang Hobi,I,Accommodation and food service activities,INDONESIA,,72.0,17336200.0,479999983616.0,0.029999998976,26.897051906715014,IDX,Индонезия,1,1,1,True,505070000000.0,-8.88,16070000000.0,-113440000000.0,3.1817371849446614,-22.46025303423288,1.0,,,0
Indonesia,IDX,UNTR,United Tractors Tbk,Perindustrian,Mesin,F,Construction,INDONESIA,,30000.0,5571900.0,108954268991488.0,6.8096418119680004,32.321949359584934,IDX,Индонезия,1,1,1,True,135330000000000.0,3.67,15410000000000.0,14070000000000.0,11.386979974876228,10.39680780314786,1.0,,,0
Indonesia,IDX,UNVR,Unilever Indonesia Tbk,Barang Konsumen Primer,Produk Perawatan Tubuh,C,Manufacturing,INDONESIA,,2000.0,50594200.0,75962469318656.0,4.747654332416,31.961260509488753,IDX,Индонезия,1,1,1,True,35330000000000.0,-0.53,3690000000000.0,3530000000000.0,10.444381545428815,9.991508632889895,1.0,,,0
Indonesia,IDX,UVCR,PT Trimegah Karya Pratama Tbk.,Teknologi,Aplikasi & Jasa Internet,J,Information and communication,INDONESIA,,110.0,1323400.0,220015935488.0,0.013750995968,26.116965814711918,IDX,Индонезия,1,1,1,True,910070000000.0,18.92,-84110000.0,887460000.0,-0.009242146208533409,0.09751557572494424,0.0,,,0
